id,title,company,location,posted_raw,url,source
38012,"Quality Control, Sales Representative, and Packing Staff","Buymed (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/quality_control_sales_representative_and_38012.html,BongThom
38010,Personal Trainer,"Grace Hospitality Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/personal_trainer_38010.html,BongThom
38011,Invitation to Bidding for Project SME Fundraising 2026 Program,Khmer Enterprise,N/A,N/A,https://www.bongthom.com/job_detail/invitation_to_bidding_for_project_sme_fu_38011.html,BongThom
38009,Invitation to Bidding for Project Palm Sugar Value Chain Enhancement Program,Khmer Enterprise,N/A,N/A,https://www.bongthom.com/job_detail/invitation_to_bidding_for_project_palm_s_38009.html,BongThom
38006,ការដេញថ្លៃ ស្តង់ដាព័ត៌មានទូទៅ និងយថាប្រភេទប្រព័ន្ធសូឡាបូមទឹកជាមួយជើងរេតាមពន្លឺថ្ងៃដោយស្វ័យប្រវត្តិ,Social Entrepreneurs Union of Agricultural Cooperative,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_38006.html,BongThom
38008,ការដេញថ្លៃ ស្តង់ដាព៌តមានទូទៅ និងយថាប្រភេទរោងផ្ទះសំណាញ់,Social Entrepreneurs Union of Agricultural Cooperative,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_38008.html,BongThom
38004,"Sales Executive, Content Creator, Corporate Sales Manager, Customer Experience Officer, and Shop Supervisor","Phare Performing Social Enterprise Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/sales_executive_content_creator_corporat_38004.html,BongThom
38003,Invitation to Bid for Project AI & Digital Marketing Training Program,Khmer Enterprise,N/A,N/A,https://www.bongthom.com/job_detail/invitation_to_bid_for_project_ai_digital_38003.html,BongThom
38002,ការដេញថ្លៃស្វែងរកសហគ្រិនដើម្បីសាងសង់សំណង់អគារសិក្សា,Shanti Volunteer Association,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_38002.html,BongThom
38001,Invitation To Bid for Group Health/Accident Insurance Service,Caritas Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/invitation_to_bid_for_group_health_acci_38001.html,BongThom
37984,Various Positions,"Phnom Penh International Delicious Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37984.html,BongThom
37999,"Project Management Officer, General Affairs Officer, and General Affairs Interns",Youth House for Cambodia-China Friendship Organization,N/A,N/A,https://www.bongthom.com/job_detail/project_management_officer_general_affai_37999.html,BongThom
37998,ការដេញថ្លៃគម្រោងស្តារផ្ទៃរងទឹកភ្លៀង និងជីកស្រះទឹក,Federation for Integrated Development of Agriculture in Cambodia Organization,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37998.html,BongThom
37996,Invitation for Bidding for Implementation of Enterprise Solutions Finder,Khmer Enterprise,N/A,N/A,https://www.bongthom.com/job_detail/invitation_for_bidding_for_implementati_37996.html,BongThom
37994,Accountant,"Hua Xing Vietnam Manufacturing Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/accountant_37994.html,BongThom
37990,Innovative Technology Education and Support Officer,CARE Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/innovative_technology_education_and_supp_37990.html,BongThom
37989,DLTP Program Manager,Caritas Cambodia Deaf Development Programme,N/A,N/A,https://www.bongthom.com/job_detail/dltp_program_manager_37989.html,BongThom
37987,"Admin and Finance officer, and Project Officer",Improvement of the Disposal Capacity of Plastic Litter in Urban Provinces Ministry of Tourism,N/A,N/A,https://www.bongthom.com/job_detail/admin_and_finance_officer_and_project_of_37987.html,BongThom
37986,Request for Proposal for External Auditor,World Vision International-Recruitment,N/A,N/A,https://www.bongthom.com/job_detail/request_for_proposal_for_external_audito_37986.html,BongThom
37985,Advisor for Participatory Action Research,Action Aid International Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/advisor_for_participatory_action_researc_37985.html,BongThom
37988,Personal Assistant to Representative,United Nations Population Fund,N/A,N/A,https://www.bongthom.com/job_detail/personal_assistant_to_representative_37988.html,BongThom
37980,​Accounting and Finance Supervisor,Smiling Gecko Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/accounting_and_finance_supervisor_37980.html,BongThom
37974,External Evaluation – Community Learning Centres (CLCs) Project,DVV International,N/A,N/A,https://www.bongthom.com/job_detail/external_evaluation_community_learning_c_37974.html,BongThom
37967,សេចក្តីប្រកាសស្តីពីការដេញថ្លៃការសាងសង់ផែបណ្ដែតទឹកឆ្អើរត្រីថ្មី,NatureLife Cambodia Organization,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37967.html,BongThom
37972,Programme Intern,Swisscontact Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/programme_intern_37972.html,BongThom
37975,Request for Tender - Operation of Coffee Shop and/or Canteen,Cambodia University of Technology and Science,N/A,N/A,https://www.bongthom.com/job_detail/request_for_tender_operation_of_coffee_s_37975.html,BongThom
37973,Math Teacher,Asia-Pacific Fredfort International School,N/A,N/A,https://www.bongthom.com/job_detail/math_teacher_37973.html,BongThom
37971,Project Financial Audit Consultant,Oxfam,N/A,N/A,https://www.bongthom.com/job_detail/project_financial_audit_consultant_37971.html,BongThom
37968,"Store Keeper, និង អ្នកបើកបរ",Exceed Worldwide,N/A,N/A,https://www.bongthom.com/job_detail/store_keeper_37968.html,BongThom
37970,Secondary Chemistry Teacher,The British International School Of Phnom Penh,N/A,N/A,https://www.bongthom.com/job_detail/secondary_chemistry_teacher_37970.html,BongThom
37966,"Psychological First Aid Consultant, and Consultancy Self-Care and Wellbeing",Dan Church Aid,N/A,N/A,https://www.bongthom.com/job_detail/psychological_first_aid_consultant_and_c_37966.html,BongThom
37965,"Senior Executive, Warehouse & Store, Super, Warehouse & Store, and Maintenance Technician",YHS (Cambodia) Food & Beverage Pte Ltd (Yeo's),N/A,N/A,https://www.bongthom.com/job_detail/senior_executive_warehouse_store_super_w_37965.html,BongThom
37964,Program Advisor,Damnok Toek (Goutte d’Eau) Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/program_advisor_37964.html,BongThom
37963,Various Positions,"Ajinomoto (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37963.html,BongThom
37962,Associate Human Resource Manager,"Ajinomoto (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/associate_human_resource_manager_37962.html,BongThom
37960,"Laboratory Technician , Cashier, and Senior Community Fundraising Officer",Angkor Hospital for Children,N/A,N/A,https://www.bongthom.com/job_detail/laboratory_technician_cashier_and_senior_37960.html,BongThom
37958,"Design Coordinator, National Communication & Media Intern, Field Intern – Demonstration Farms & Farmer Learning",HEKS Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/design_coordinator_national_communicatio_37958.html,BongThom
37956,Outdoor Sales Executive,"Honour Lane Logistics (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/outdoor_sales_executive_37956.html,BongThom
37957,Operation Officer,"Clean Alliance Cleaning Services Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/operation_officer_37957.html,BongThom
37955,Mission Rabies Cambodia Education Officer,Animal Rescue Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/mission_rabies_cambodia_education_office_37955.html,BongThom
37954,Program Coordinator,Khmer Enterprise,N/A,N/A,https://www.bongthom.com/job_detail/program_coordinator_37954.html,BongThom
37943,Various Positions,Cambodia University of Technology and Science,N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37943.html,BongThom
37952,"Assistant Procurement Manager, Senior Account Executive, and IT Officer",Urgent,N/A,N/A,https://www.bongthom.com/job_detail/assistant_procurement_manager_senior_acc_37952.html,BongThom
37951,National Value Chain Investment Specialists,Ministry of Commerce,N/A,N/A,https://www.bongthom.com/job_detail/national_value_chain_investment_speciali_37951.html,BongThom
37950,"National Social Safeguard, Environmental and Climate Assessment Specialist",Ministry of Commerce,N/A,N/A,https://www.bongthom.com/job_detail/national_social_safeguard_environmental_37950.html,BongThom
37949,National Consultant on Market Related,Ministry of Commerce,N/A,N/A,https://www.bongthom.com/job_detail/national_consultant_on_market_related_37949.html,BongThom
37948,National Admin Assistant,Ministry of Commerce,N/A,N/A,https://www.bongthom.com/job_detail/national_admin_assistant_37948.html,BongThom
37947,National Executive Assistant,Ministry of Commerce,N/A,N/A,https://www.bongthom.com/job_detail/national_executive_assistant_37947.html,BongThom
37944,Partnership and Business Development Officer,We World Onlus,N/A,N/A,https://www.bongthom.com/job_detail/partnership_and_business_development_off_37944.html,BongThom
37946,Students & Staff Service Coordinator,Journeys Within Our Community Organization,N/A,N/A,https://www.bongthom.com/job_detail/students_staff_service_coordinator_37946.html,BongThom
37945,Sales and Marketing Manager,Sepakam Rary,N/A,N/A,https://www.bongthom.com/job_detail/sales_and_marketing_manager_37945.html,BongThom
37942,Medical Doctor,Institut Pasteur du Cambodge,N/A,N/A,https://www.bongthom.com/job_detail/medical_doctor_37942.html,BongThom
37941,"Administration, Facilities & IT Officer",This Life Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/administration_facilities_it_officer_37941.html,BongThom
37929,Various Positions,Lutheran Hope Cambodia Organization,N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37929.html,BongThom
37940,"Digital Media Officer, និង មន្រ្តីរដ្ឋបាល",Reproductive Health Association of Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/digital_media_officer_37940.html,BongThom
37939,ជំនួយការមត្តេយ្យ,"P.S Management & Tax Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37939.html,BongThom
37933,Finance & Operations Supervisor,Kent Ridge International School,N/A,N/A,https://www.bongthom.com/job_detail/finance_operations_supervisor_37933.html,BongThom
37934,HR & Admin Assistance,Secure A&D (Cambodia) Ltd.,N/A,N/A,https://www.bongthom.com/job_detail/hr_admin_assistance_37934.html,BongThom
37932,Sustainable Rice Platform Specialist,Wildlife Conservation Society,N/A,N/A,https://www.bongthom.com/job_detail/sustainable_rice_platform_specialist_37932.html,BongThom
37931,Maintenance Supervisor,"Nangoku Agriculture Development (Japan-Cambodia) Joint Venture Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/maintenance_supervisor_37931.html,BongThom
37930,Various Positions,Family Health International (FHI 360),N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37930.html,BongThom
37924,IT Officer,Indochina Starfish Foundation,N/A,N/A,https://www.bongthom.com/job_detail/it_officer_37924.html,BongThom
37926,"Teacher, Early Childhood Education, Teacher, English Language, and Teacher, Chinese Language","Singapore (Cambodia) International Academy Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/teacher_early_childhood_education_teache_37926.html,BongThom
37921,"Field Technical Coordinator, and Field Technical Assistant",HEKS Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/field_technical_coordinator_and_field_te_37921.html,BongThom
37922,Invitation for Bidding for Student Capital Venture Program,Khmer Enterprise,N/A,N/A,https://www.bongthom.com/job_detail/invitation_for_bidding_for_student_capit_37922.html,BongThom
37920,Participants,My Village,N/A,N/A,https://www.bongthom.com/job_detail/participants_37920.html,BongThom
37914,Medical Representative,"Golden Choice Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/medical_representative_37914.html,BongThom
37918,"Construction Advisor, and Field Education Project Officer",Save the Children International,N/A,N/A,https://www.bongthom.com/job_detail/construction_advisor_and_field_education_37918.html,BongThom
37916,Sales Administrative,"Signature Rice Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/sales_administrative_37916.html,BongThom
37913,"Operation Manager, and Store Supervisor","Maison Retail Management International Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/operation_manager_and_store_supervisor_37913.html,BongThom
37912,"Social Care Nurse, and HR Officer",Intercare Hospital,N/A,N/A,https://www.bongthom.com/job_detail/social_care_nurse_and_hr_officer_37912.html,BongThom
37909,MEAL Officer,Catholic Relief Services (CRS) Cambodia Program,N/A,N/A,https://www.bongthom.com/job_detail/meal_officer_37909.html,BongThom
37910,Project Officer,Catholic Relief Services (CRS) Cambodia Program,N/A,N/A,https://www.bongthom.com/job_detail/project_officer_37910.html,BongThom
37911,Project Manager – Disaster Risk Reduction,Catholic Relief Services (CRS) Cambodia Program,N/A,N/A,https://www.bongthom.com/job_detail/project_manager_disaster_risk_reduction_37911.html,BongThom
37907,Various Positions,Development and Partnership in Action,N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37907.html,BongThom
37902,Request For Proposals for G-PSF Dialogue Results Evaluation,Branch of Cowater International Inc.,N/A,N/A,https://www.bongthom.com/job_detail/request_for_proposals_for_g_psf_dialogue_37902.html,BongThom
37903,"Chef, Waitress, and Accountant","Khmer Innovative Service Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/chef_waitress_and_accountant_37903.html,BongThom
37906,Innovation Support Intern,GIZ Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/innovation_support_intern_37906.html,BongThom
37908,Senior Accountant,"Botanico Brewing And Academy Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/senior_accountant_37908.html,BongThom
37905,Finance & Administration Manager,Angkor Centre for Conservation of Biodiversity,N/A,N/A,https://www.bongthom.com/job_detail/finance_administration_manager_37905.html,BongThom
37900,Assistant Service Station Managers,Chevron (Cambodia) Limited,N/A,N/A,https://www.bongthom.com/job_detail/assistant_service_station_managers_37900.html,BongThom
37899,Sales Executive,"Indoguna (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/sales_executive_37899.html,BongThom
37904,Receptionist and Assistant,LPS Beauty Clinic,N/A,N/A,https://www.bongthom.com/job_detail/receptionist_and_assistant_37904.html,BongThom
37898,National Mechanical and Electrical Engineer,"Ministry of Industry, Science, Technology & Innovation",N/A,N/A,https://www.bongthom.com/job_detail/national_mechanical_and_electrical_engin_37898.html,BongThom
37897,"Sales Manager, Sales Supervisor, Commercial Agronomist, and Marketing Assistants","Entree Baitang Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/sales_manager_sales_supervisor_commercia_37897.html,BongThom
37893,Data Entry Officer,Knight Frank (Cambodia) Pte Ltd,N/A,N/A,https://www.bongthom.com/job_detail/data_entry_officer_37893.html,BongThom
37895,National Childcare Project Coordinator,Planète Enfants & Développement,N/A,N/A,https://www.bongthom.com/job_detail/national_childcare_project_coordinator_37895.html,BongThom
37892,External Evaluation of the Sisters of Code Educational Program,IT Academy STEP Cambodia institute,N/A,N/A,https://www.bongthom.com/job_detail/external_evaluation_of_the_sisters_of_co_37892.html,BongThom
37891,Project Officer,International Labour Organisation,N/A,N/A,https://www.bongthom.com/job_detail/project_officer_37891.html,BongThom
37885,Research Officer,International Labour Organisation,N/A,N/A,https://www.bongthom.com/job_detail/research_officer_37885.html,BongThom
37886,Customer Operations Support,Nova Link Transport Sdn. Bhd.,N/A,N/A,https://www.bongthom.com/job_detail/customer_operations_support_37886.html,BongThom
37890,Legal Expert,Mekong River Commission,N/A,N/A,https://www.bongthom.com/job_detail/legal_expert_37890.html,BongThom
37889,Senior Internal Auditor,"Socfin KCD Co.,Ltd",N/A,N/A,https://www.bongthom.com/job_detail/senior_internal_auditor_37889.html,BongThom
37888,Computer Instructor,Journeys Within Our Community Organization,N/A,N/A,https://www.bongthom.com/job_detail/computer_instructor_37888.html,BongThom
37887,Call for Application to Participate in the CAPRED’s ESCO Pilot Demonstration Program,Branch of Cowater International Inc.,N/A,N/A,https://www.bongthom.com/job_detail/call_for_application_to_participate_in_t_37887.html,BongThom
37871,"Finance-Administrative Executive, and General Affair Executive","Evergreen Shipping Services (Cambodia) Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/finance_administrative_executive_and_gen_37871.html,BongThom
37884,"Senior Strategic Planning Officer, Skill Intelligence Analyst, Senior Program Innovation Officer, and HR Officer",Skills Development Fund,N/A,N/A,https://www.bongthom.com/job_detail/senior_strategic_planning_officer_skill_37884.html,BongThom
37874,"ប្រធានការិយាល័យវិស្វកម្មសំណង់ស៊ីវិល, ជំនួយការនាយិការងប្រតិបត្តិ លក់ និងទីផ្សារ, និង មន្រ្តីត្រួតពិនិត្យឥណទាន","Ly Hour Development Vimean Phnom Penh Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37874.html,BongThom
37863,"Junior Bookkeeper , Sales Representative",Glow Cakes,N/A,N/A,https://www.bongthom.com/job_detail/junior_bookkeeper_sales_representative_37863.html,BongThom
37882,"Merchandising Executive, and Product Specialist","Mintha Care (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/merchandising_executive_and_product_spec_37882.html,BongThom
37883,Marketing Officer,Women’s Media Centre of Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/marketing_officer_37883.html,BongThom
37881,"កម្មការនីផ្នែកផលិត, បុគ្គលិកផ្នែកបញ្ជាទិញ, បុគ្គលិកផ្នែកផលិត, បុគ្គលិកផ្នែកលក់, និង បុគ្គលិកផ្នែកចាត់ការទូទៅ","Kuantech (Cambodia) International Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37881.html,BongThom
37878,ការអញ្ជើញចូលរួមដេញថ្លៃ​លើការផ្ដត់ផ្គង់​សម្ភារៈកសិកម្ម​សម្រាប់​កសិករដាំដុះដំណាំបន្លែ,Live and Learn Cambodia Organization,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37878.html,BongThom
37877,Accounting Assistant,"OPMS (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/accounting_assistant_37877.html,BongThom
37873,Brand & Communication Assistant,Chevron (Cambodia) Limited,N/A,N/A,https://www.bongthom.com/job_detail/brand_communication_assistant_37873.html,BongThom
37875,Customer & Admin Support,"Isaford Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/customer_admin_support_37875.html,BongThom
37865,"សិក្ខាកាម​វិស្វកម្មអគ្គិសនី, សិក្ខាកាមបម្រើសេវាកម្មអតិថិជន, សិក្ខាកាមគ្រប់គ្រងស្តុក និងលក់ក្នុងហាង",GIZ Office Phnom Penh,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37865.html,BongThom
37870,"MEP Sales Director, Project Sales Manager, and E-Commerce Manager","GGear Group Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/mep_sales_director_project_sales_manager_37870.html,BongThom
37872,Various Positions,"Viya Health Cambodia Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/various_positions_37872.html,BongThom
37867,"Sales Supervisor, and Sales Executive","MCTS Trading Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/sales_supervisor_and_sales_executive_37867.html,BongThom
37869,គ្រួបង្រៀន,The Rabbit School,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37869.html,BongThom
37868,Fundraising  and Communications Manager,The Rabbit School,N/A,N/A,https://www.bongthom.com/job_detail/fundraising_and_communications_manager_37868.html,BongThom
37857,បុគ្គលិកផ្នែកលក់ និងទីផ្សារ,"Spectrum Agrochemical Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37857.html,BongThom
37862,Coach,Krousar Yoeung,N/A,N/A,https://www.bongthom.com/job_detail/coach_37862.html,BongThom
37861,Senior Energy and Water Programme Officer,WWF-Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/senior_energy_and_water_programme_office_37861.html,BongThom
37853,Sales Manager,"P.E.B-KH Construction Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/sales_manager_37853.html,BongThom
37854,Project Sales Engineer,"P.E.B-KH Construction Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/project_sales_engineer_37854.html,BongThom
37855,Chinese Speaking - Project Sales Engineer,"P.E.B-KH Construction Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/chinese_speaking_project_sales_engineer_37855.html,BongThom
37858,School Admission & Operation Supervisor,TG International School,N/A,N/A,https://www.bongthom.com/job_detail/school_admission_operation_supervisor_37858.html,BongThom
37856,"Sales & Marketing Manager, Technical Supervisor, and Procurement Officer","Dhinimex Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/sales_marketing_manager_technical_superv_37856.html,BongThom
37851,"Director – University Relations, Academic Heads of School, Student Admission Managers",East Asia Management University,N/A,N/A,https://www.bongthom.com/job_detail/director_university_relations_academic_h_37851.html,BongThom
37852,Partnerships & Development Officer,PEPY Empowering Youth,N/A,N/A,https://www.bongthom.com/job_detail/partnerships_development_officer_37852.html,BongThom
37849,Invitation for Bid for Project Business and Technical Training and Product Testing Service,Khmer Enterprise,N/A,N/A,https://www.bongthom.com/job_detail/invitation_for_bid_for_project_business_37849.html,BongThom
37848,Marketing Execuitve,"Golden Choice Co., Ltd",N/A,N/A,https://www.bongthom.com/job_detail/marketing_execuitve_37848.html,BongThom
37846,"Business Development Manager, and Secondary National Programme Teachers","Waterbridge Global Education Co,.ltd",N/A,N/A,https://www.bongthom.com/job_detail/business_development_manager_and_seconda_37846.html,BongThom
37847,"Finance Manager, and Human Resources Manager",JATI Koh Russey,N/A,N/A,https://www.bongthom.com/job_detail/finance_manager_and_human_resources_mana_37847.html,BongThom
37844,"OPD/IPD Nurse, Frontline Supervisor, and Frontline Officer","Sing-Specialists Medical Centre Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/opd_ipd_nurse_frontline_supervisor_and_f_37844.html,BongThom
37845,Global Financial Auditor,Youth Council of Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/global_financial_auditor_37845.html,BongThom
37843,សេចក្តីប្រកាសដេញថ្លៃស្វែងរក អ្នកជីកអណ្ដូង ជាងសាងសង់ជើងទម្រធុងស្ដុកទឹក សាងសងរបងព័ទ្ធជុំវិញអណ្ដូង ចាក់បេតុងជុំវិញអណ្ដូង ធ្វើរោងរបស់អណ្ដូង និងរៀបប្រព័ន្ធទុយោទឹក,Clear Cambodia,N/A,N/A,https://www.bongthom.com/job_detail/view_detail_37843.html,BongThom
37841,"Photographer, Content Creator, Assistant Photographer,  and Editor",Mère Photographie,N/A,N/A,https://www.bongthom.com/job_detail/photographer_content_creator_assistant_p_37841.html,BongThom
37842,"Accounting Manager, Admissions Officer, and Marketing Officer","Shrewsbury International School (Chroy Changvar) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/accounting_manager_admissions_officer_an_37842.html,BongThom
37838,"Tax Manager, and Senior Associate","Kinstellar Southeast Asia (Cambodia) Co., Ltd.",N/A,N/A,https://www.bongthom.com/job_detail/tax_manager_and_senior_associate_37838.html,BongThom
